"","year","species_group_code","species_group_name","species_name","retained_or_discarded","agency_gear_code","conf_flag","catch_mt","matched_name","node"
"5039",2011,"SABL","Sablefish","sablefish (blackcod)","D","HAL",0,245.6148910833,"Sablefish","49"
"5040",2011,"SABL","Sablefish","sablefish (blackcod)","D","NPT",0,156.8483880855,"Sablefish","49"
"5041",2011,"SABL","Sablefish","sablefish (blackcod)","D","POT",0,9.340396806,"Sablefish","49"
"5042",2011,"SABL","Sablefish","sablefish (blackcod)","R","HAL",0,5081.9317617282,"Sablefish","49"
"5043",2011,"SABL","Sablefish","sablefish (blackcod)","R","NPT",0,806.2735913466,"Sablefish","49"
"5045",2011,"SABL","Sablefish","sablefish (blackcod)","R","PTR",0,16.4420024162,"Sablefish","49"
"5046",2011,"SCLP","Sculpin","sculpin, bigmouth","D","HAL",0,1.6589881466,"Large sculpins","55"
"5047",2011,"SCLP","Sculpin","sculpin, bigmouth","D","NPT",0,39.3340068019,"Large sculpins","55"
"5048",2011,"SCLP","Sculpin","sculpin, bigmouth","D","POT",0,3.7288780607,"Large sculpins","55"
"5050",2011,"SCLP","Sculpin","sculpin, general","D","HAL",0,22.6291176213,"Large sculpins","55"
"5052",2011,"SCLP","Sculpin","sculpin, general","D","NPT",0,11.1417840815,"Large sculpins","55"
"5053",2011,"SCLP","Sculpin","sculpin, general","R","HAL",0,0.3116272151,"Large sculpins","55"
"5054",2011,"SCLP","Sculpin","sculpin, general","R","NPT",0,86.8748093664,"Large sculpins","55"
"5055",2011,"SCLP","Sculpin","sculpin, general","R","POT",0,2.818206606,"Large sculpins","55"
"5056",2011,"SCLP","Sculpin","sculpin, general","R","PTR",0,3.3234712943,"Large sculpins","55"
"5057",2011,"SCLP","Sculpin","sculpin, great","D","HAL",0,52.5214868328,"Large sculpins","55"
"5058",2011,"SCLP","Sculpin","sculpin, great","D","NPT",0,46.8957203086,"Large sculpins","55"
"5059",2011,"SCLP","Sculpin","sculpin, great","D","POT",0,9.9396133458,"Large sculpins","55"
"5060",2011,"SCLP","Sculpin","sculpin, other large","D","HAL",0,67.7436956208,"Large sculpins","55"
"5061",2011,"SCLP","Sculpin","sculpin, other large","D","NPT",0,11.9650821982,"Large sculpins","55"
"5062",2011,"SCLP","Sculpin","sculpin, other large","D","POT",0,12.6049790548,"Large sculpins","55"
"5064",2011,"SCLP","Sculpin","sculpin, plain","D","NPT",0,4.6768446787,"Large sculpins","55"
"5065",2011,"SCLP","Sculpin","sculpin, yellow irish lord","D","HAL",0,45.4114811511,"Large sculpins","55"
"5066",2011,"SCLP","Sculpin","sculpin, yellow irish lord","D","NPT",0,150.779033177,"Large sculpins","55"
"5067",2011,"SCLP","Sculpin","sculpin, yellow irish lord","D","POT",0,183.2948097947,"Large sculpins","55"
"5109",2011,"SQID","Squid","squid, majestic","D","HAL",0,0.2332989339,"Squid","61"
"5110",2011,"SQID","Squid","squid, majestic","D","NPT",0,32.6861018978,"Squid","61"
"5111",2011,"SQID","Squid","squid, majestic","D","PTR",0,9.2052677193,"Squid","61"
"5113",2011,"SQID","Squid","squid, majestic","R","NPT",0,6.6226307309,"Squid","61"
"5114",2011,"SQID","Squid","squid, majestic","R","PTR",0,179.7395146323,"Squid","61"
"5138",2011,"USRK","Shark","Pacific sleeper shark","D","HAL",0,6.3632392502,"Salmon shark","28"
"5139",2011,"USRK","Shark","Pacific sleeper shark","D","NPT",0,11.5718396698,"Salmon shark","28"
"5140",2011,"USRK","Shark","Pacific sleeper shark","D","PTR",0,2.0601055039,"Salmon shark","28"
"5142",2011,"USRK","Shark","Pacific sleeper shark","R","PTR",0,1.5426676503,"Salmon shark","28"
"5143",2011,"USRK","Shark","shark, other","D","HAL",0,0.012226359,"Salmon shark","28"
"5146",2011,"USRK","Shark","shark, other","R","NPT",0,3.0553982039,"Salmon shark","28"
"5147",2011,"USRK","Shark","shark, other","R","PTR",0,0.9339466896,"Salmon shark","28"
"5148",2011,"USRK","Shark","shark, salmon","D","NPT",0,1.0308320568,"Salmon shark","28"
"5149",2011,"USRK","Shark","shark, salmon","D","PTR",0,5.5909862472,"Salmon shark","28"
"5151",2011,"USRK","Shark","shark, spiny dogfish","D","HAL",0,107.4986740146,"Salmon shark","28"
"5152",2011,"USRK","Shark","shark, spiny dogfish","D","NPT",0,139.4480356569,"Salmon shark","28"
"5153",2011,"USRK","Shark","shark, spiny dogfish","D","POT",0,0.6347350321,"Salmon shark","28"
"5155",2011,"USRK","Shark","shark, spiny dogfish","R","NPT",0,6.4274038827,"Salmon shark","28"
"5157",2011,"USRK","Shark","shark, spiny dogfish","R","PTR",0,3.3202961485,"Salmon shark","28"
"5159",2012,"AMCK","Atka Mackerel","greenling, atka mackerel","D","NPT",0,490.5060976272,"Atka mackerel","57"
"5160",2012,"AMCK","Atka Mackerel","greenling, atka mackerel","D","POT",0,10.5329251186,"Atka mackerel","57"
"5161",2012,"AMCK","Atka Mackerel","greenling, atka mackerel","R","NPT",0,684.802860432,"Atka mackerel","57"
"5162",2012,"AMCK","Atka Mackerel","greenling, atka mackerel","R","POT",0,1.7676948248,"Atka mackerel","57"
"5163",2012,"AMCK","Atka Mackerel","greenling, atka mackerel","R","PTR",0,0.1102229459,"Atka mackerel","57"
"5164",2012,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","HAL",0,290.6971434174,"Arrowtooth flounder","35"
"5166",2012,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","NPT",0,4575.6177110572,"Arrowtooth flounder","35"
"5167",2012,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","POT",0,18.5960196632,"Arrowtooth flounder","35"
"5168",2012,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","PTR",0,2.9398497428,"Arrowtooth flounder","35"
"5169",2012,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","HAL",0,37.8215595366,"Arrowtooth flounder","35"
"5170",2012,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","NPT",0,14956.5903806776,"Arrowtooth flounder","35"
"5171",2012,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","POT",0,0.0607813775,"Arrowtooth flounder","35"
"5172",2012,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","PTR",0,879.5863658346,"Arrowtooth flounder","35"
"5199",2012,"FSOL","Flathead Sole","sole, flathead","D","HAL",0,10.6269252176,"Flathead sole","39"
"5200",2012,"FSOL","Flathead Sole","sole, flathead","D","NPT",0,128.4129352662,"Flathead sole","39"
"5201",2012,"FSOL","Flathead Sole","sole, flathead","D","POT",0,0.0182905272,"Flathead sole","39"
"5202",2012,"FSOL","Flathead Sole","sole, flathead","D","PTR",0,0.6650160396,"Flathead sole","39"
"5204",2012,"FSOL","Flathead Sole","sole, flathead","R","NPT",0,1879.4800493369,"Flathead sole","39"
"5205",2012,"FSOL","Flathead Sole","sole, flathead","R","POT",0,0.0081646628,"Flathead sole","39"
"5206",2012,"FSOL","Flathead Sole","sole, flathead","R","PTR",0,147.8230318248,"Flathead sole","39"
"5221",2012,"OCTP","Octopus","octopus, North Pacific","D","HAL",0,5.4559828367,"Octopus","62"
"5222",2012,"OCTP","Octopus","octopus, North Pacific","D","NPT",0,4.8312925446,"Octopus","62"
"5223",2012,"OCTP","Octopus","octopus, North Pacific","D","POT",0,129.5681790881,"Octopus","62"
"5224",2012,"OCTP","Octopus","octopus, North Pacific","R","HAL",0,6.7571292607,"Octopus","62"
"5226",2012,"OCTP","Octopus","octopus, North Pacific","R","NPT",0,0.7201870853,"Octopus","62"
"5227",2012,"OCTP","Octopus","octopus, North Pacific","R","POT",0,269.2683333239,"Octopus","62"
"5228",2012,"OCTP","Octopus","octopus, North Pacific","R","PTR",0,0.301336531,"Octopus","62"
"5229",2012,"PCOD","Pacific Cod","cod, Pacific (gray)","D","HAL",0,192.7852708118,"Pacific cod","51"
"5230",2012,"PCOD","Pacific Cod","cod, Pacific (gray)","D","NPT",0,687.0205885307,"Pacific cod","51"
"5231",2012,"PCOD","Pacific Cod","cod, Pacific (gray)","D","POT",0,46.3816354109,"Pacific cod","51"
"5232",2012,"PCOD","Pacific Cod","cod, Pacific (gray)","D","PTR",0,2.3929884771,"Pacific cod","51"
"5233",2012,"PCOD","Pacific Cod","cod, Pacific (gray)","R","HAL",0,14121.814655963,"Pacific cod","51"
"5234",2012,"PCOD","Pacific Cod","cod, Pacific (gray)","R","JIG",0,5334.5785353521,"Pacific cod","51"
"5235",2012,"PCOD","Pacific Cod","cod, Pacific (gray)","R","NPT",0,18413.362247423,"Pacific cod","51"
"5236",2012,"PCOD","Pacific Cod","cod, Pacific (gray)","R","POT",0,37092.3574087623,"Pacific cod","51"
"5237",2012,"PCOD","Pacific Cod","cod, Pacific (gray)","R","PTR",0,980.4165986563,"Pacific cod","51"
"5238",2012,"PLCK","Pollock","pollock, walleye","D","HAL",0,26.9720054181,"Walleye pollock","53"
"5239",2012,"PLCK","Pollock","pollock, walleye","D","NPT",0,1509.7847536662,"Walleye pollock","53"
"5240",2012,"PLCK","Pollock","pollock, walleye","D","POT",0,10.5797599156,"Walleye pollock","53"
"5241",2012,"PLCK","Pollock","pollock, walleye","D","PTR",0,131.2182187478,"Walleye pollock","53"
"5242",2012,"PLCK","Pollock","pollock, walleye","R","HAL",0,136.2354406799,"Walleye pollock","53"
"5243",2012,"PLCK","Pollock","pollock, walleye","R","JIG",0,9.4160324229,"Walleye pollock","53"
"5244",2012,"PLCK","Pollock","pollock, walleye","R","NPT",0,4828.8407477164,"Walleye pollock","53"
"5245",2012,"PLCK","Pollock","pollock, walleye","R","POT",0,7.7567152887,"Walleye pollock","53"
"5246",2012,"PLCK","Pollock","pollock, walleye","R","PTR",0,92273.887632198,"Walleye pollock","53"
"5247",2012,"POPA","Pacific Ocean Perch","perch, Pacific ocean","D","HAL",0,2.1384086242,"Pacific ocean perch","43"
"5248",2012,"POPA","Pacific Ocean Perch","perch, Pacific ocean","D","NPT",0,518.2901626043,"Pacific ocean perch","43"
"5249",2012,"POPA","Pacific Ocean Perch","perch, Pacific ocean","D","POT",0,0.2086049705,"Pacific ocean perch","43"
"5250",2012,"POPA","Pacific Ocean Perch","perch, Pacific ocean","D","PTR",0,33.6395675328,"Pacific ocean perch","43"
"5252",2012,"POPA","Pacific Ocean Perch","perch, Pacific ocean","R","NPT",0,9981.0246293419,"Pacific ocean perch","43"
"5254",2012,"POPA","Pacific Ocean Perch","perch, Pacific ocean","R","PTR",0,2697.1695636696,"Pacific ocean perch","43"
"5331",2012,"SABL","Sablefish","sablefish (blackcod)","D","HAL",0,125.4955202069,"Sablefish","49"
"5332",2012,"SABL","Sablefish","sablefish (blackcod)","D","NPT",0,64.6513535161,"Sablefish","49"
"5333",2012,"SABL","Sablefish","sablefish (blackcod)","D","POT",0,0.032962865,"Sablefish","49"
"5334",2012,"SABL","Sablefish","sablefish (blackcod)","R","HAL",0,5759.3761453781,"Sablefish","49"
"5335",2012,"SABL","Sablefish","sablefish (blackcod)","R","NPT",0,718.4689732439,"Sablefish","49"
"5336",2012,"SABL","Sablefish","sablefish (blackcod)","R","PTR",0,12.5591447395,"Sablefish","49"
"5338",2012,"SCLP","Sculpin","sculpin, bigmouth","D","NPT",0,46.1098014954,"Large sculpins","55"
"5339",2012,"SCLP","Sculpin","sculpin, bigmouth","D","POT",0,0.3290293294,"Large sculpins","55"
"5340",2012,"SCLP","Sculpin","sculpin, general","D","HAL",0,18.70959,"Large sculpins","55"
"5342",2012,"SCLP","Sculpin","sculpin, general","D","NPT",0,19.3995871391,"Large sculpins","55"
"5343",2012,"SCLP","Sculpin","sculpin, general","R","HAL",0,2.3767570327,"Large sculpins","55"
"5345",2012,"SCLP","Sculpin","sculpin, general","R","NPT",0,84.0476270914,"Large sculpins","55"
"5346",2012,"SCLP","Sculpin","sculpin, general","R","POT",0,6.7229194962,"Large sculpins","55"
"5347",2012,"SCLP","Sculpin","sculpin, general","R","PTR",0,6.4518978706,"Large sculpins","55"
"5348",2012,"SCLP","Sculpin","sculpin, great","D","HAL",0,55.4505783153,"Large sculpins","55"
"5349",2012,"SCLP","Sculpin","sculpin, great","D","NPT",0,47.8363910967,"Large sculpins","55"
"5350",2012,"SCLP","Sculpin","sculpin, great","D","POT",0,42.6163365909,"Large sculpins","55"
"5351",2012,"SCLP","Sculpin","sculpin, other large","D","HAL",0,37.8847720264,"Large sculpins","55"
"5352",2012,"SCLP","Sculpin","sculpin, other large","D","NPT",0,10.0297732314,"Large sculpins","55"
"5353",2012,"SCLP","Sculpin","sculpin, other large","D","POT",0,13.8009756928,"Large sculpins","55"
"5354",2012,"SCLP","Sculpin","sculpin, plain","D","HAL",0,0.9582228985,"Large sculpins","55"
"5355",2012,"SCLP","Sculpin","sculpin, plain","D","NPT",0,0.3650103224,"Large sculpins","55"
"5356",2012,"SCLP","Sculpin","sculpin, plain","D","POT",0,0.3404065015,"Large sculpins","55"
"5357",2012,"SCLP","Sculpin","sculpin, yellow irish lord","D","HAL",0,28.8552273451,"Large sculpins","55"
"5358",2012,"SCLP","Sculpin","sculpin, yellow irish lord","D","NPT",0,264.2914255228,"Large sculpins","55"
"5359",2012,"SCLP","Sculpin","sculpin, yellow irish lord","D","POT",0,103.219027267,"Large sculpins","55"
"5397",2012,"SQID","Squid","squid, majestic","D","NPT",0,13.5958932184,"Squid","61"
"5398",2012,"SQID","Squid","squid, majestic","D","PTR",0,0.424169276,"Squid","61"
"5399",2012,"SQID","Squid","squid, majestic","R","NPT",0,0.1616481567,"Squid","61"
"5400",2012,"SQID","Squid","squid, majestic","R","PTR",0,2.2920022452,"Squid","61"
"5421",2012,"USRK","Shark","Pacific sleeper shark","D","HAL",0,6.7718414677,"Salmon shark","28"
"5422",2012,"USRK","Shark","Pacific sleeper shark","D","NPT",0,133.3769418603,"Salmon shark","28"
"5423",2012,"USRK","Shark","Pacific sleeper shark","D","PTR",0,3.2371141604,"Salmon shark","28"
"5426",2012,"USRK","Shark","shark, other","D","HAL",0,1.7057263225,"Salmon shark","28"
"5428",2012,"USRK","Shark","shark, other","R","NPT",0,3.4232616165,"Salmon shark","28"
"5429",2012,"USRK","Shark","shark, other","R","PTR",0,1.9168813563,"Salmon shark","28"
"5430",2012,"USRK","Shark","shark, salmon","D","NPT",0,0.7871127148,"Salmon shark","28"
"5431",2012,"USRK","Shark","shark, salmon","D","PTR",0,49.0237146714,"Salmon shark","28"
"5434",2012,"USRK","Shark","shark, spiny dogfish","D","HAL",0,79.1927624729,"Salmon shark","28"
"5435",2012,"USRK","Shark","shark, spiny dogfish","D","NPT",0,120.5333632697,"Salmon shark","28"
"5436",2012,"USRK","Shark","shark, spiny dogfish","D","POT",0,0.2364579924,"Salmon shark","28"
"5437",2012,"USRK","Shark","shark, spiny dogfish","D","PTR",0,0.0250760733,"Salmon shark","28"
"5438",2012,"USRK","Shark","shark, spiny dogfish","R","NPT",0,3.2844623509,"Salmon shark","28"
"5439",2012,"USRK","Shark","shark, spiny dogfish","R","PTR",0,9.2550987168,"Salmon shark","28"
"5440",2013,"AMCK","Atka Mackerel","greenling, atka mackerel","D","HAL",0,0.6312550715,"Atka mackerel","57"
"5441",2013,"AMCK","Atka Mackerel","greenling, atka mackerel","D","NPT",0,427.2565064557,"Atka mackerel","57"
"5442",2013,"AMCK","Atka Mackerel","greenling, atka mackerel","D","POT",0,2.7085261031,"Atka mackerel","57"
"5443",2013,"AMCK","Atka Mackerel","greenling, atka mackerel","R","NPT",0,846.4015982735,"Atka mackerel","57"
"5446",2013,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","HAL",0,644.1638454312,"Arrowtooth flounder","35"
"5447",2013,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","NPT",0,4956.8774591425,"Arrowtooth flounder","35"
"5448",2013,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","POT",0,0.9002796117,"Arrowtooth flounder","35"
"5449",2013,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","PTR",0,3.6689516926,"Arrowtooth flounder","35"
"5450",2013,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","HAL",0,24.7817535891,"Arrowtooth flounder","35"
"5451",2013,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","NPT",0,15755.2607700281,"Arrowtooth flounder","35"
"5452",2013,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","PTR",0,423.6593559082,"Arrowtooth flounder","35"
"5479",2013,"FSOL","Flathead Sole","sole, flathead","D","HAL",0,17.6895150783,"Flathead sole","39"
"5480",2013,"FSOL","Flathead Sole","sole, flathead","D","NPT",0,311.8863292881,"Flathead sole","39"
"5481",2013,"FSOL","Flathead Sole","sole, flathead","D","POT",0,0.0382899037,"Flathead sole","39"
"5482",2013,"FSOL","Flathead Sole","sole, flathead","D","PTR",0,1.0434208095,"Flathead sole","39"
"5484",2013,"FSOL","Flathead Sole","sole, flathead","R","NPT",0,2368.4738588342,"Flathead sole","39"
"5486",2013,"FSOL","Flathead Sole","sole, flathead","R","PTR",0,119.262588249,"Flathead sole","39"
"5487",2013,"HLBT","Halibut","halibut, Pacific","D","HAL",0,7297.9087952359,"Pacific halibut","33"
"5488",2013,"HLBT","Halibut","halibut, Pacific","R","HAL",0,6817.3635839308,"Pacific halibut","33"
"5490",2013,"HLBT","Halibut","halibut, Pacific","R","POT",0,0.0222260261,"Pacific halibut","33"
"5505",2013,"OCTP","Octopus","octopus, North Pacific","D","HAL",0,82.7455625193,"Octopus","62"
"5506",2013,"OCTP","Octopus","octopus, North Pacific","D","NPT",0,14.0682678269,"Octopus","62"
"5507",2013,"OCTP","Octopus","octopus, North Pacific","D","POT",0,97.4701374952,"Octopus","62"
"5508",2013,"OCTP","Octopus","octopus, North Pacific","R","HAL",0,6.6938921365,"Octopus","62"
"5510",2013,"OCTP","Octopus","octopus, North Pacific","R","NPT",0,2.3318911573,"Octopus","62"
"5511",2013,"OCTP","Octopus","octopus, North Pacific","R","POT",0,208.5901296473,"Octopus","62"
"5512",2013,"OCTP","Octopus","octopus, North Pacific","R","PTR",0,0.4690145104,"Octopus","62"
"5513",2013,"PCOD","Pacific Cod","cod, Pacific (gray)","D","HAL",0,1600.6386378083,"Pacific cod","51"
"5514",2013,"PCOD","Pacific Cod","cod, Pacific (gray)","D","NPT",0,2298.0231758462,"Pacific cod","51"
"5515",2013,"PCOD","Pacific Cod","cod, Pacific (gray)","D","POT",0,92.6516003301,"Pacific cod","51"
"5516",2013,"PCOD","Pacific Cod","cod, Pacific (gray)","R","HAL",0,10578.5695579063,"Pacific cod","51"
"5517",2013,"PCOD","Pacific Cod","cod, Pacific (gray)","R","JIG",0,1778.477670863,"Pacific cod","51"
"5518",2013,"PCOD","Pacific Cod","cod, Pacific (gray)","R","NPT",0,18664.4317814545,"Pacific cod","51"
"5519",2013,"PCOD","Pacific Cod","cod, Pacific (gray)","R","POT",0,31073.6043214536,"Pacific cod","51"
"5520",2013,"PCOD","Pacific Cod","cod, Pacific (gray)","R","PTR",0,743.3848611473,"Pacific cod","51"
"5521",2013,"PLCK","Pollock","pollock, walleye","D","HAL",0,37.5074550597,"Walleye pollock","53"
"5522",2013,"PLCK","Pollock","pollock, walleye","D","NPT",0,1993.3329253301,"Walleye pollock","53"
"5523",2013,"PLCK","Pollock","pollock, walleye","D","POT",0,8.2129531981,"Walleye pollock","53"
"5524",2013,"PLCK","Pollock","pollock, walleye","D","PTR",0,251.4260866621,"Walleye pollock","53"
"5525",2013,"PLCK","Pollock","pollock, walleye","R","HAL",0,94.3118265212,"Walleye pollock","53"
"5526",2013,"PLCK","Pollock","pollock, walleye","R","JIG",0,17.2740471428,"Walleye pollock","53"
"5527",2013,"PLCK","Pollock","pollock, walleye","R","NPT",0,9709.2923385087,"Walleye pollock","53"
"5528",2013,"PLCK","Pollock","pollock, walleye","R","POT",0,11.9680346817,"Walleye pollock","53"
"5529",2013,"PLCK","Pollock","pollock, walleye","R","PTR",0,78673.3059349846,"Walleye pollock","53"
"5530",2013,"POPA","Pacific Ocean Perch","perch, Pacific ocean","D","HAL",0,1.2576473793,"Pacific ocean perch","43"
"5531",2013,"POPA","Pacific Ocean Perch","perch, Pacific ocean","D","NPT",0,938.6682274542,"Pacific ocean perch","43"
"5532",2013,"POPA","Pacific Ocean Perch","perch, Pacific ocean","D","POT",0,0.3543773533,"Pacific ocean perch","43"
"5533",2013,"POPA","Pacific Ocean Perch","perch, Pacific ocean","D","PTR",0,60.5542221372,"Pacific ocean perch","43"
"5535",2013,"POPA","Pacific Ocean Perch","perch, Pacific ocean","R","NPT",0,8668.4622497795,"Pacific ocean perch","43"
"5537",2013,"POPA","Pacific Ocean Perch","perch, Pacific ocean","R","PTR",0,1975.3049600582,"Pacific ocean perch","43"
"5624",2013,"SABL","Sablefish","sablefish (blackcod)","D","HAL",0,278.3503559098,"Sablefish","49"
"5625",2013,"SABL","Sablefish","sablefish (blackcod)","D","NPT",0,12.083187885,"Sablefish","49"
"5626",2013,"SABL","Sablefish","sablefish (blackcod)","D","POT",0,0.2535721025,"Sablefish","49"
"5627",2013,"SABL","Sablefish","sablefish (blackcod)","R","HAL",0,5594.2781155569,"Sablefish","49"
"5628",2013,"SABL","Sablefish","sablefish (blackcod)","R","NPT",0,660.1131541977,"Sablefish","49"
"5629",2013,"SABL","Sablefish","sablefish (blackcod)","R","PTR",0,0.3185370419,"Sablefish","49"
"5630",2013,"SCLP","Sculpin","sculpin, bigmouth","D","HAL",0,32.1298897862,"Large sculpins","55"
"5631",2013,"SCLP","Sculpin","sculpin, bigmouth","D","NPT",0,63.4428215403,"Large sculpins","55"
"5632",2013,"SCLP","Sculpin","sculpin, bigmouth","D","POT",0,0.1426360988,"Large sculpins","55"
"5634",2013,"SCLP","Sculpin","sculpin, general","D","NPT",0,3.440803699,"Large sculpins","55"
"5635",2013,"SCLP","Sculpin","sculpin, general","R","HAL",0,0.418212165,"Large sculpins","55"
"5636",2013,"SCLP","Sculpin","sculpin, general","R","NPT",0,28.6833671082,"Large sculpins","55"
"5637",2013,"SCLP","Sculpin","sculpin, general","R","POT",0,0.7252941987,"Large sculpins","55"
"5638",2013,"SCLP","Sculpin","sculpin, general","R","PTR",0,2.9415465196,"Large sculpins","55"
"5639",2013,"SCLP","Sculpin","sculpin, great","D","HAL",0,41.7464178954,"Large sculpins","55"
"5640",2013,"SCLP","Sculpin","sculpin, great","D","NPT",0,82.8433382362,"Large sculpins","55"
"5641",2013,"SCLP","Sculpin","sculpin, great","D","POT",0,23.5739909314,"Large sculpins","55"
"5642",2013,"SCLP","Sculpin","sculpin, other large","D","HAL",0,617.3575968059,"Large sculpins","55"
"5643",2013,"SCLP","Sculpin","sculpin, other large","D","NPT",0,42.9439631951,"Large sculpins","55"
"5644",2013,"SCLP","Sculpin","sculpin, other large","D","POT",0,60.4360986148,"Large sculpins","55"
"5645",2013,"SCLP","Sculpin","sculpin, plain","D","HAL",0,2.87631219,"Large sculpins","55"
"5646",2013,"SCLP","Sculpin","sculpin, plain","D","NPT",0,1.4328595144,"Large sculpins","55"
"5647",2013,"SCLP","Sculpin","sculpin, yellow irish lord","D","HAL",0,252.9913515601,"Large sculpins","55"
"5648",2013,"SCLP","Sculpin","sculpin, yellow irish lord","D","NPT",0,413.1346199819,"Large sculpins","55"
"5649",2013,"SCLP","Sculpin","sculpin, yellow irish lord","D","POT",0,59.2609095247,"Large sculpins","55"
"5690",2013,"SQID","Squid","squid, majestic","D","HAL",0,0.0074622311,"Squid","61"
"5691",2013,"SQID","Squid","squid, majestic","D","NPT",0,10.7354482635,"Squid","61"
"5692",2013,"SQID","Squid","squid, majestic","D","PTR",0,4.7975059207,"Squid","61"
"5693",2013,"SQID","Squid","squid, majestic","R","NPT",0,9.1079641791,"Squid","61"
"5695",2013,"SQID","Squid","squid, majestic","R","PTR",0,293.7663768736,"Squid","61"
"5717",2013,"USRK","Shark","Pacific sleeper shark","D","HAL",0,28.7099577394,"Salmon shark","28"
"5718",2013,"USRK","Shark","Pacific sleeper shark","D","NPT",0,3.1778982174,"Salmon shark","28"
"5719",2013,"USRK","Shark","Pacific sleeper shark","D","PTR",0,12.9146332544,"Salmon shark","28"
"5721",2013,"USRK","Shark","shark, other","D","HAL",0,3.7496956187,"Salmon shark","28"
"5722",2013,"USRK","Shark","shark, other","D","NPT",0,1.546593369,"Salmon shark","28"
"5723",2013,"USRK","Shark","shark, other","D","PTR",0,0.0580715193,"Salmon shark","28"
"5724",2013,"USRK","Shark","shark, other","R","NPT",0,2.4757071552,"Salmon shark","28"
"5725",2013,"USRK","Shark","shark, other","R","PTR",0,0.0521631225,"Salmon shark","28"
"5727",2013,"USRK","Shark","shark, salmon","D","PTR",0,3.0040892803,"Salmon shark","28"
"5729",2013,"USRK","Shark","shark, spiny dogfish","D","HAL",0,1152.2914999498,"Salmon shark","28"
"5730",2013,"USRK","Shark","shark, spiny dogfish","D","NPT",0,293.7225204524,"Salmon shark","28"
"5731",2013,"USRK","Shark","shark, spiny dogfish","D","POT",0,0.1887235089,"Salmon shark","28"
"5732",2013,"USRK","Shark","shark, spiny dogfish","D","PTR",0,0.1505926921,"Salmon shark","28"
"5733",2013,"USRK","Shark","shark, spiny dogfish","R","NPT",0,4.4352261934,"Salmon shark","28"
"5734",2013,"USRK","Shark","shark, spiny dogfish","R","PTR",0,5.1378407747,"Salmon shark","28"
"5735",2014,"AMCK","Atka Mackerel","greenling, atka mackerel","D","HAL",0,2.8963835042,"Atka mackerel","57"
"5736",2014,"AMCK","Atka Mackerel","greenling, atka mackerel","D","NPT",0,66.1678876282,"Atka mackerel","57"
"5737",2014,"AMCK","Atka Mackerel","greenling, atka mackerel","D","POT",0,5.1244122421,"Atka mackerel","57"
"5738",2014,"AMCK","Atka Mackerel","greenling, atka mackerel","R","NPT",0,966.6685758367,"Atka mackerel","57"
"5739",2014,"AMCK","Atka Mackerel","greenling, atka mackerel","R","POT",0,0.2472541265,"Atka mackerel","57"
"5740",2014,"AMCK","Atka Mackerel","greenling, atka mackerel","R","PTR",0,0.6177928078,"Atka mackerel","57"
"5741",2014,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","HAL",0,474.0888982831,"Arrowtooth flounder","35"
"5742",2014,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","NPT",0,3163.9499408966,"Arrowtooth flounder","35"
"5743",2014,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","POT",0,2.3612686115,"Arrowtooth flounder","35"
"5744",2014,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","PTR",0,2.6526305412,"Arrowtooth flounder","35"
"5745",2014,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","HAL",0,11.5878683823,"Arrowtooth flounder","35"
"5747",2014,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","NPT",0,32242.098983183,"Arrowtooth flounder","35"
"5749",2014,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","PTR",0,627.7618882587,"Arrowtooth flounder","35"
"5777",2014,"FSOL","Flathead Sole","sole, flathead","D","HAL",0,18.2684617294,"Flathead sole","39"
"5778",2014,"FSOL","Flathead Sole","sole, flathead","D","NPT",0,124.5990534876,"Flathead sole","39"
"5779",2014,"FSOL","Flathead Sole","sole, flathead","D","POT",0,0.167210378,"Flathead sole","39"
"5780",2014,"FSOL","Flathead Sole","sole, flathead","D","PTR",0,3.1061864548,"Flathead sole","39"
"5781",2014,"FSOL","Flathead Sole","sole, flathead","R","NPT",0,2289.0763021735,"Flathead sole","39"
"5783",2014,"FSOL","Flathead Sole","sole, flathead","R","PTR",0,120.1326691311,"Flathead sole","39"
"5784",2014,"HLBT","Halibut","halibut, Pacific","D","HAL",0,4157.2505336884,"Pacific halibut","33"
