node,wgoa_group_name,common_name,scientific_name
70,Infauna,Alaska great-tellin,Tellina lutea
70,Infauna,NA,Tellina bodegensis
70,Infauna,NA,Entodesma navicula
70,Infauna,glacial Pandora,Pandora glacialis
70,Infauna,NA,Pandora wardiana
70,Infauna,bilirate Pandora,Pandora bilirata
70,Infauna,threaded Pandora,Pandora filosa
70,Infauna,bittersweets,Glycymeris sp.
70,Infauna,NA,Macoma sp.
70,Infauna,bent-nose Macoma,Macoma nasuta
70,Infauna,chalky Macoma,Macoma calcarea
70,Infauna,NA,Macoma yoldiformis
70,Infauna,white-sand Macoma,Macoma secta
70,Infauna,NA,Macoma carlottensis
70,Infauna,NA,Macoma moesta
70,Infauna,heavy Macoma,Macoma brota
70,Infauna,pointed Macoma,Macoma inquinata
70,Infauna,NA,Siliqua sp.
70,Infauna,Pacific razor,Siliqua patula
70,Infauna,Alaska razor,Siliqua alta
70,Infauna,NA,Serripes sp.
70,Infauna,Greenland cockle,Serripes groenlandicus
70,Infauna,broad cockle,Serripes laperousii
70,Infauna,oblique smoothcockle,Serripes notabilis
70,Infauna,NA,Mya sp.
70,Infauna,NA,Mya baxteri
70,Infauna,softshell,Mya arenaria
70,Infauna,truncate softshell,Mya truncata
70,Infauna,false softshell,Mya pseudoarenaria
70,Infauna,elegant soft shell,Mya elegans
70,Infauna,NA,Thracia trapezoides
70,Infauna,NA,Xylophaga californica
70,Infauna,shipworm,Teredinidae
70,Infauna,feathery shipworm,Bankia setacea
70,Infauna,sandy Lyonsia,Lyonsia arenosa
70,Infauna,ringed lucine,Lucinoma annulatum
70,Infauna,NA,Cardiomya sp.
70,Infauna,NA,Cuspidaria glacialis
70,Infauna,NA,Halicardia perplicata
70,Infauna,Alaska falsejingle,Pododesmus macrochisma
70,Infauna,abalone jingle,Pododesmus cepio
70,Infauna,NA,Pododesmus sp.
70,Infauna,rock scallops,Hinnites sp.
70,Infauna,NA,Anomia sp.
70,Infauna,falsejingle,Anomiidae
70,Infauna,scaphopod,Scaphopoda
70,Infauna,NA,Dentaliidae
70,Infauna,NA,Dentalium sp.
70,Infauna,Dall tuskshell,Rhabdus dalli
70,Infauna,NA,Gadilidae
70,Infauna,Stearns toothshell,Compressidens stearnsii
70,Infauna,flatworm,Platyhelminthes
70,Infauna,polyclad flatworm,Polycladida
70,Infauna,acoel turbellarian,Acoelida
70,Infauna,nemertean worm,Nemertea
70,Infauna,NA,Emplectonema sp.
70,Infauna,black specked ribbon worm,Emplectonema sp. (Clark 2006)
70,Infauna,NA,Tubulanus sp.
70,Infauna,orange ribbon worm,Tubulanus polymorphus
70,Infauna,red ribbon worm,Tubulanus sp. A (Clark 2006)
70,Infauna,light-edged ribbon worm,Cerebratulus californienesis
70,Infauna,bamboo worm,Maldanidae
70,Infauna,priapulid worm,Priapulus sp.
70,Infauna,NA,Priapulus caudatus
70,Infauna,arrow worm,Chaetognatha
70,Infauna,nematode worm,Nematoda
70,Infauna,peanut worm,Sipuncula
70,Infauna,NA,Golfingia margaritacea
70,Infauna,NA,Phascolosomatidae
70,Infauna,echiuroid worm,Echiura
70,Infauna,NA,Bonelliopsis alaskana
70,Infauna,NA,Hamingia arctica
70,Infauna,phoronida tube worm,Phoronida
70,Infauna,bryozoan,Bryozoa
70,Infauna,NA,Leieschara sp.
70,Infauna,NA,Myriapora sp. 
70,Infauna,NA,Myriapora orientalis
70,Infauna,NA,Dendrobeania sp.
70,Infauna,Northern staghorn bryozoan,Heteropora pacifica
71,Gelatinous carnivores,Sertularia robusta,Sertularia robusta
71,Gelatinous carnivores,by-the-wind sailor,Velella velella
71,Gelatinous carnivores,blob-top jelly,Neoturris breviconis
71,Gelatinous carnivores,jellyfish,Scyphozoa
71,Gelatinous carnivores,chrysaora jelly,Chrysaora sp.
71,Gelatinous carnivores,Periphylla sp.,Periphylla sp.
71,Gelatinous carnivores,helmet jelly,Periphylla periphylla
71,Gelatinous carnivores,Chrysaora melanaster,Chrysaora melanaster
71,Gelatinous carnivores,egg yolk jelly,Phacellophora camtschatica
71,Gelatinous carnivores,Aequorea sp.,Aequorea sp.
71,Gelatinous carnivores,Bolinopsis sp.,Bolinopsis sp.
71,Gelatinous carnivores,Polyorchis sp.,Polyorchis sp.
71,Gelatinous carnivores,Phacellophora sp.,Phacellophora sp.
71,Gelatinous carnivores,Atolla sp.,Atolla sp.
71,Gelatinous carnivores,Aurelia sp.,Aurelia sp.
71,Gelatinous carnivores,Aurelia labiata,Aurelia labiata
71,Gelatinous carnivores,Aurelia aurita,Aurelia aurita
71,Gelatinous carnivores,sea nettle,Chrysaora fuscescens
71,Gelatinous carnivores,whitecross jelly,Staurostoma mertensii
71,Gelatinous carnivores,brown rimmed jelly,Aurelia limbata
71,Gelatinous carnivores,Cyanea sp.,Cyanea sp.
71,Gelatinous carnivores,lion's mane jelly,Cyanea capillata
71,Gelatinous carnivores,comb jelly,Ctenophora
71,Gelatinous carnivores,Beroe sp.,Beroe sp.
71,Gelatinous carnivores,Beroe abyssicola,Beroe abyssicola
72,Other gelatinous zooplankton,sea pickle,NA
72,Other gelatinous zooplankton,orange compound tunicate,Ritterella pulchra
72,Other gelatinous zooplankton,salp unid.,Thaliacea
72,Other gelatinous zooplankton,NA,Pyrosoma atlanticum
72,Other gelatinous zooplankton,common salp,Thetys vagina
73,Mysids,opossum shrimps,Mysida
73,Mysids,NA,Neognathophausia sp.
73,Mysids,giant red mysid,Neognathophausia gigas
73,Mysids,red mysid,Neognathophausia ingens
73,Mysids,NA,Mysidae
73,Mysids,NA,Neomysis awatschensis
74,Pelagic amphipods,amphipods,amphipods
75,Euphausiids,euphausiid ,Euphausiacea
75,Euphausiids,euphausiid ,Thysanoessa sp.
76,Large copepods,copepod,copepod
77,Small copepods,copepod,copepod
78,Large microzooplankton,microzooplankton,microzooplankton
79,Small microzooplankton,microzooplankton,microzooplankton
78,Large phytoplankton,phytoplankton,phytoplankton
79,Small phytoplankton,phytoplankton,phytoplankton
82,Macroalgae,macroalgae,macroalgae
83,Benthic microbes,microbes,microbes
84,Discards,discards,discards
85,Offal,offal,offal
86,Pelagic detritus,detritus,detritus
87,Benthic detritus,detritus,detritus
