akfin_year,species_name,fmp_gear,harvest_description,conf_flag,catch_lb,catch_mt
2020,"halibut, Pacific",HAL,Federally managed (Groundfish) ,0,1430,0.64863656
2020,"halibut, Pacific",HAL,Forfeited catch - IFQ beyond allowable overage,1,NA,NA
2020,"halibut, Pacific",HAL,"IFQ Fisheries (groundfish, crab)",0,7371423,3343.618501
2020,"halibut, Pacific",HAL,Test fishery - long term stock assessment,0,407651,184.9072324
2020,"halibut, Pacific",JIG,"IFQ Fisheries (groundfish, crab)",0,8333,3.779782136
2020,"halibut, Pacific",POT,Federally managed (Groundfish) ,0,2430,1.10222856
2020,"halibut, Pacific",POT,"IFQ Fisheries (groundfish, crab)",0,61445,27.87096044
2020,"halibut, Pacific",TRW,Amendment 80,1,NA,NA
2020,"halibut, Pacific",TRW,Federally managed (Groundfish) ,0,338939,153.7400189
2020,"halibut, Pacific",TRW,Rockfish Pilot Program,0,43362,19.6686563
2021,"halibut, Pacific",HAL,Confiscated ,1,NA,NA
2021,"halibut, Pacific",HAL,Federally managed (Groundfish) ,0,177596,80.55612483
2021,"halibut, Pacific",HAL,Forfeited catch - IFQ beyond allowable overage,0,2267,1.028293064
2021,"halibut, Pacific",HAL,"IFQ Fisheries (groundfish, crab)",0,8935548,4053.093088
2021,"halibut, Pacific",HAL,Limited Entry Shellfish,0,3387,1.536316104
2021,"halibut, Pacific",HAL,Test fishery - long term stock assessment,0,461847,209.4901044
2021,"halibut, Pacific",JIG,"IFQ Fisheries (groundfish, crab)",1,NA,NA
2021,"halibut, Pacific",POT,Federally managed (Groundfish) ,0,83,0.037648136
2021,"halibut, Pacific",POT,"IFQ Fisheries (groundfish, crab)",0,68132,30.90413014
2021,"halibut, Pacific",TRW,Federally managed (Groundfish) ,0,175732,79.71062934
2021,"halibut, Pacific",TRW,Rockfish Pilot Program,0,87788,39.8199345
2022,"halibut, Pacific",HAL,Federally managed (Groundfish) ,0,94355,42.79867316
2022,"halibut, Pacific",HAL,Forfeited catch - IFQ beyond allowable overage,1,NA,NA
2022,"halibut, Pacific",HAL,"IFQ Fisheries (groundfish, crab)",0,10134292,4596.833777
2022,"halibut, Pacific",HAL,Test fishery - long term stock assessment,1,NA,NA
2022,"halibut, Pacific",JIG,"IFQ Fisheries (groundfish, crab)",1,NA,NA
2022,"halibut, Pacific",OTH,Federally managed (Groundfish) ,1,NA,NA
2022,"halibut, Pacific",POT,Federally managed (Groundfish) ,0,46,0.020865232
2022,"halibut, Pacific",POT,"IFQ Fisheries (groundfish, crab)",0,54290,24.62550968
2022,"halibut, Pacific",TRW,Federally managed (Groundfish) ,0,124482,56.46403934
2022,"halibut, Pacific",TRW,Rockfish Pilot Program,0,66374,30.10671541
2022,"halibut, Pacific",TRW,State managed groundfish,1,NA,NA
2023,"halibut, Pacific",HAL,Exploratory (Shellfish),1,NA,NA
2023,"halibut, Pacific",HAL,Federally managed (Groundfish) ,0,66461,30.14617791
2023,"halibut, Pacific",HAL,Forfeited catch - IFQ beyond allowable overage,1,NA,NA
2023,"halibut, Pacific",HAL,"IFQ Fisheries (groundfish, crab)",0,9077202,4117.34621
2023,"halibut, Pacific",HAL,Test fishery - long term stock assessment,0,256467,116.3313795
2023,"halibut, Pacific",JIG,"IFQ Fisheries (groundfish, crab)",0,2142,0.971594064
2023,"halibut, Pacific",POT,Donated catch,1,NA,NA
2023,"halibut, Pacific",POT,Federally managed (Groundfish) ,1,NA,NA
2023,"halibut, Pacific",POT,"IFQ Fisheries (groundfish, crab)",0,43005,19.50672396
2023,"halibut, Pacific",TRW,Donated catch,0,2397,1.087260024
2023,"halibut, Pacific",TRW,Exploratory (Shellfish),1,NA,NA
2023,"halibut, Pacific",TRW,Federally managed (Groundfish) ,0,155182,70.38931374
2023,"halibut, Pacific",TRW,Rockfish Pilot Program,0,51060,23.16040752
1994,"herring, bait",TRW,State managed fishery,1,NA,NA
1997,"herring, bait",TRW,Federally managed (Groundfish) ,1,NA,NA
1999,"herring, bait",TRW,Federally managed (Groundfish) ,1,NA,NA
2023,"herring, directed fishery and non-federal bycatch",OTH,State managed fishery,1,NA,NA
2023,"herring, directed fishery and non-federal bycatch",TRW,Federally managed (Groundfish) ,1,NA,NA
2023,"herring, directed fishery and non-federal bycatch",TRW,Rockfish Pilot Program,1,NA,NA
2023,"herring, federal bycatch only",OTH,State managed fishery,1,NA,NA
2023,"herring, federal bycatch only",OTH,Test Fishery - run Assessment,1,NA,NA
2023,"herring, federal bycatch only",TRW,Exploratory (Shellfish),1,NA,NA
2023,"herring, federal bycatch only",TRW,Federally managed (Groundfish) ,0,175995,79.82992404
2023,"herring, federal bycatch only",TRW,Rockfish Pilot Program,0,2429,1.101774968
1991,"herring, food",TRW,State managed fishery,0,1432,0.649543744
1992,"herring, food",HAL,State managed fishery,1,NA,NA
1992,"herring, food",TRW,State managed fishery,0,6857,3.110280344
1993,"herring, food",TRW,State managed fishery,0,10314,4.678347888
1994,"herring, food",TRW,State managed fishery,0,36928,16.75024538
1995,"herring, food",TRW,State managed fishery,0,8758,3.972558736
1996,"herring, food",TRW,State managed fishery,0,1849,0.838691608
1997,"herring, food",POT,Federally managed (Groundfish) ,1,NA,NA
1997,"herring, food",TRW,Federally managed (Groundfish) ,0,40909,18.55599513
1998,"herring, food",TRW,Federally managed (Groundfish) ,0,8083,3.666384136
1999,"herring, food",TRW,Federally managed (Groundfish) ,0,17735,8.04445412
2000,"herring, food",TRW,Federally managed (Groundfish) ,0,9190,4.16851048
2001,"herring, food",TRW,Federally managed (Groundfish) ,0,59744,27.09940045
2002,"herring, food",TRW,Federally managed (Groundfish) ,0,21052,9.549018784
2003,"herring, food",TRW,Federally managed (Groundfish) ,0,10820,4.90786544
2004,"herring, food",TRW,Federally managed (Groundfish) ,0,254457,115.4196595
2005,"herring, food",HAL,Federally managed (Groundfish) ,1,NA,NA
2005,"herring, food",POT,Federally managed (Groundfish) ,1,NA,NA
2005,"herring, food",TRW,Federally managed (Groundfish) ,0,123131,55.85123655
2006,"herring, food",POT,Federally managed (Groundfish) ,1,NA,NA
2006,"herring, food",TRW,Federally managed (Groundfish) ,0,70046,31.77230523
2007,"herring, food",TRW,Federally managed (Groundfish) ,0,239581,108.672025
2007,"herring, food",TRW,Rockfish Pilot Program,1,NA,NA
2008,"herring, food",TRW,Federally managed (Groundfish) ,0,2004,0.908998368
2009,"herring, food",TRW,Federally managed (Groundfish) ,0,32226,14.61745579
2009,"herring, food",TRW,Rockfish Pilot Program,1,NA,NA
2010,"herring, food",POT,Federally managed (Groundfish) ,1,NA,NA
2010,"herring, food",TRW,Federally managed (Groundfish) ,0,15254,6.919092368
2011,"herring, food",POT,Federally managed (Groundfish) ,1,NA,NA
2011,"herring, food",TRW,Federally managed (Groundfish) ,0,32470,14.72813224
2012,"herring, food",POT,Federally managed (Groundfish) ,1,NA,NA
2012,"herring, food",TRW,Federally managed (Groundfish) ,0,1338,0.606906096
2013,"herring, food",TRW,Federally managed (Groundfish) ,0,3057,1.386630744
2014,"herring, food",OTH,Commissioners Permit Fishery,1,NA,NA
2014,"herring, food",POT,Federally managed (Groundfish) ,1,NA,NA
2014,"herring, food",TRW,Federally managed (Groundfish) ,0,21786,9.881955312
2015,"herring, food",OTH,Commissioners Permit Fishery,1,NA,NA
2015,"herring, food",OTH,State managed fishery,1,NA,NA
2015,"herring, food",OTH,State managed groundfish,1,NA,NA
2015,"herring, food",TRW,Federally managed (Groundfish) ,0,96427,43.73851578
2015,"herring, food",TRW,Forfeited catch - bycatch overage - federally mana,1,NA,NA
2015,"herring, food",TRW,Rockfish Pilot Program,0,158,0.071667536
2016,"herring, food",TRW,Federally managed (Groundfish) ,0,185824,84.28827981
2017,"herring, food",TRW,Federally managed (Groundfish) ,0,3686,1.671940112
2017,"herring, food",TRW,Rockfish Pilot Program,1,NA,NA
2018,"herring, food",POT,Federally managed (Groundfish) ,1,NA,NA
2018,"herring, food",TRW,Exploratory (Shellfish),1,NA,NA
2018,"herring, food",TRW,Federally managed (Groundfish) ,0,15193,6.891423256
2019,"herring, food",POT,Federally managed (Groundfish) ,1,NA,NA
2019,"herring, food",TRW,Federally managed (Groundfish) ,0,286833,130.1051541
2019,"herring, food",TRW,Rockfish Pilot Program,0,278,0.126098576
2020,"herring, food",TRW,Federally managed (Groundfish) ,0,119608,54.25323194
2020,"herring, food",TRW,Rockfish Pilot Program,0,133,0.060327736
2021,"herring, food",OTH,State managed fishery,1,NA,NA
2021,"herring, food",POT,Federally managed (Groundfish) ,1,NA,NA
2021,"herring, food",TRW,Federally managed (Groundfish) ,0,47376,21.48937459
2021,"herring, food",TRW,Rockfish Pilot Program,0,513,0.232692696
2022,"herring, food",OTH,State managed fishery,1,NA,NA
2022,"herring, food",TRW,Federally managed (Groundfish) ,0,157753,71.55549878
2022,"herring, food",TRW,Forfeited catch - trip limit overage,1,NA,NA
2022,"herring, food",TRW,Rockfish Pilot Program,0,3658,1.659239536
1991,"herring, Pacific",OTH,State managed fishery,0,5232955,2373.626524
1991,"herring, Pacific",TRW,State managed fishery,1,NA,NA
1992,"herring, Pacific",OTH,State managed fishery,0,6810449,3089.165183
1992,"herring, Pacific",TRW,State managed fishery,1,NA,NA
1993,"herring, Pacific",OTH,State managed fishery,0,10269878,4658.334502
1993,"herring, Pacific",TRW,State managed fishery,1,NA,NA
1994,"herring, Pacific",OTH,State managed fishery,0,8284119,3757.610105
1994,"herring, Pacific",TRW,State managed fishery,1,NA,NA
1995,"herring, Pacific",OTH,State managed fishery,0,8949091,4059.236085
1995,"herring, Pacific",OTH,Test fishery - long term stock assessment,1,NA,NA
1995,"herring, Pacific",TRW,State managed fishery,0,331676,150.4455802
1996,"herring, Pacific",OTH,State managed fishery,0,9810248,4449.850011
1996,"herring, Pacific",TRW,State managed fishery,1,NA,NA
1997,"herring, Pacific",OTH,State managed fishery,0,7081963,3212.321761
1997,"herring, Pacific",TRW,State managed fishery,1,NA,NA
1998,"herring, Pacific",OTH,State managed fishery,0,2618563,1187.759228
1998,"herring, Pacific",OTH,Test fishery - long term stock assessment,1,NA,NA
1999,"herring, Pacific",OTH,State managed fishery,0,2179669,988.680421
1999,"herring, Pacific",OTH,Test fishery - long term stock assessment,1,NA,NA
2000,"herring, Pacific",OTH,State managed fishery,0,1623775,736.5313498
2001,"herring, Pacific",OTH,State managed fishery,0,2427507,1101.097755
2001,"herring, Pacific",OTH,Test Fishery - run Assessment,1,NA,NA
2002,"herring, Pacific",OTH,State managed fishery,0,2513858,1140.265878
2003,"herring, Pacific",OTH,State managed fishery,0,3081794,1397.877104
2004,"herring, Pacific",OTH,State managed fishery,0,4378132,1985.88565
2005,"herring, Pacific",OTH,State managed fishery,0,3407623,1545.670532
2005,"herring, Pacific",OTH,Test Fishery - run Assessment,1,NA,NA
2006,"herring, Pacific",OTH,State managed fishery,0,2942519,1334.703078
2006,"herring, Pacific",TRW,Federally managed (Groundfish) ,1,NA,NA
2007,"herring, Pacific",OTH,State managed fishery,0,3601289,1633.51588
2007,"herring, Pacific",TRW,Federally managed (Groundfish) ,1,NA,NA
2008,"herring, Pacific",OTH,State managed fishery,0,4177235,1894.760378
2009,"herring, Pacific",OTH,State managed fishery,0,4614030,2092.887096
2009,"herring, Pacific",OTH,Test Fishery - run Assessment,1,NA,NA
2010,"herring, Pacific",OTH,State managed fishery,0,5384628,2442.424184
2010,"herring, Pacific",OTH,Test Fishery - run Assessment,1,NA,NA
2010,"herring, Pacific",TRW,Federally managed (Groundfish) ,1,NA,NA
2011,"herring, Pacific",OTH,State managed fishery,0,4794398,2174.700578
2011,"herring, Pacific",TRW,Federally managed (Groundfish) ,1,NA,NA
2012,"herring, Pacific",OTH,State managed fishery,0,5849421,2653.25057
2012,"herring, Pacific",OTH,Test Fishery - run Assessment,1,NA,NA
2012,"herring, Pacific",TRW,Federally managed (Groundfish) ,1,NA,NA
2013,"herring, Pacific",OTH,State managed fishery,0,5421943,2459.349969
2013,"herring, Pacific",OTH,Test Fishery - run Assessment,1,NA,NA
2013,"herring, Pacific",TRW,Federally managed (Groundfish) ,1,NA,NA
2014,"herring, Pacific",OTH,Commissioners Permit Fishery,1,NA,NA
2014,"herring, Pacific",OTH,State managed fishery,0,3315313,1503.799454
2014,"herring, Pacific",OTH,Test Fishery - run Assessment,1,NA,NA
2014,"herring, Pacific",TRW,Exploratory (Shellfish),1,NA,NA
2014,"herring, Pacific",TRW,Federally managed (Groundfish) ,0,103,0.046719976
2015,"herring, Pacific",OTH,State managed fishery,1,NA,NA
2015,"herring, Pacific",TRW,Federally managed (Groundfish) ,0,153,0.069399576
2015,"herring, Pacific",TRW,Rockfish Pilot Program,1,NA,NA
2016,"herring, Pacific",OTH,State managed fishery,0,302603,137.2583
2016,"herring, Pacific",TRW,Federally managed (Groundfish) ,0,3163,1.434711496
2017,"herring, Pacific",OTH,State managed fishery,1,NA,NA
2017,"herring, Pacific",TRW,Federally managed (Groundfish) ,1,NA,NA
2018,"herring, Pacific",OTH,State managed fishery,1,NA,NA
2018,"herring, Pacific",TRW,Federally managed (Groundfish) ,1,NA,NA
2019,"herring, Pacific",OTH,State managed fishery,1,NA,NA
2019,"herring, Pacific",TRW,Federally managed (Groundfish) ,1,NA,NA
2020,"herring, Pacific",OTH,State managed fishery,0,2196608,996.3638159
2020,"herring, Pacific",OTH,Test Fishery - run Assessment,1,NA,NA
2021,"herring, Pacific",OTH,Private Hatchery - Fishing,1,NA,NA
2021,"herring, Pacific",OTH,State managed fishery,0,6408660,2906.916907
2021,"herring, Pacific",TRW,Federally managed (Groundfish) ,1,NA,NA
2021,"herring, Pacific",TRW,Rockfish Pilot Program,1,NA,NA
2022,"herring, Pacific",OTH,State managed fishery,0,5286236,2397.79436
2015,inconnu (sheefish),TRW,Federally managed (Groundfish) ,1,NA,NA
2022,inconnu (sheefish),HAL,Federally managed (Groundfish) ,1,NA,NA
2005,Interim Value,OTH,State managed fishery,1,NA,NA
1999,jellyfish,TRW,Federally managed (Groundfish) ,1,NA,NA
2000,jellyfish,HAL,Test fishery - long term stock assessment,1,NA,NA
2000,jellyfish,POT,Federally managed (Groundfish) ,1,NA,NA
2000,jellyfish,TRW,Federally managed (Groundfish) ,0,17178,7.791803376
2001,jellyfish,TRW,Federally managed (Groundfish) ,0,84039,38.11941809
2002,jellyfish,TRW,Federally managed (Groundfish) ,0,50115,22.73176308
2003,jellyfish,HAL,Test fishery - long term stock assessment,1,NA,NA
2003,jellyfish,TRW,Federally managed (Groundfish) ,0,19284,8.747068128
2004,jellyfish,HAL,Test fishery - long term stock assessment,1,NA,NA
2004,jellyfish,TRW,Federally managed (Groundfish) ,0,12975,5.8853562
2005,jellyfish,TRW,Federally managed (Groundfish) ,0,43358,19.66684194
2006,jellyfish,POT,Federally managed (Groundfish) ,0,20,0.00907184
2006,jellyfish,TRW,Federally managed (Groundfish) ,0,21844,9.908263648
2007,jellyfish,TRW,Federally managed (Groundfish) ,0,13252,6.011001184
2007,jellyfish,TRW,Rockfish Pilot Program,1,NA,NA
2008,jellyfish,POT,Federally managed (Groundfish) ,1,NA,NA
2008,jellyfish,TRW,Federally managed (Groundfish) ,0,31425,14.2541286
2009,jellyfish,TRW,Federally managed (Groundfish) ,0,5743,2.604978856
2010,jellyfish,TRW,Federally managed (Groundfish) ,0,54929,24.91535497
2010,jellyfish,TRW,Rockfish Pilot Program,1,NA,NA
2011,jellyfish,POT,Federally managed (Groundfish) ,1,NA,NA
2011,jellyfish,TRW,Federally managed (Groundfish) ,0,9877,4.480128184
2012,jellyfish,POT,Federally managed (Groundfish) ,1,NA,NA
2012,jellyfish,TRW,Federally managed (Groundfish) ,0,57479,26.07201457
2012,jellyfish,TRW,Rockfish Pilot Program,1,NA,NA
2013,jellyfish,TRW,Federally managed (Groundfish) ,0,13901,6.305382392
2013,jellyfish,TRW,Rockfish Pilot Program,0,229,0.103872568
2014,jellyfish,HAL,Federally managed (Groundfish) ,1,NA,NA
2014,jellyfish,HAL,Test fishery - long term stock assessment,1,NA,NA
2014,jellyfish,POT,Federally managed (Groundfish) ,1,NA,NA
2014,jellyfish,TRW,Federally managed (Groundfish) ,0,14048,6.372060416
2014,jellyfish,TRW,Rockfish Pilot Program,0,3582,1.624766544
2015,jellyfish,TRW,Federally managed (Groundfish) ,0,39753,18.03164278
2015,jellyfish,TRW,Rockfish Pilot Program,0,1198,0.543403216
2016,jellyfish,POT,Federally managed (Groundfish) ,1,NA,NA
2016,jellyfish,TRW,Federally managed (Groundfish) ,0,89534,40.61190613
2016,jellyfish,TRW,Rockfish Pilot Program,0,4551,2.064297192
2016,jellyfish,TRW,Test fishery - special study,1,NA,NA
2017,jellyfish,TRW,Federally managed (Groundfish) ,0,7498,3.401032816
2017,jellyfish,TRW,Rockfish Pilot Program,0,204,0.092532768
2017,jellyfish,TRW,Test fishery - special study,1,NA,NA
2018,jellyfish,TRW,Exploratory (Shellfish),0,710,0.32205032
2018,jellyfish,TRW,Federally managed (Groundfish) ,0,3586,1.626580912
2018,jellyfish,TRW,Rockfish Pilot Program,1,NA,NA
2019,jellyfish,OTH,State managed fishery,0,28381,12.87339455
2019,jellyfish,TRW,Exploratory (Shellfish),1,NA,NA
2019,jellyfish,TRW,Federally managed (Groundfish) ,0,52888,23.9895737
2019,jellyfish,TRW,Rockfish Pilot Program,0,5899,2.675739208
2020,jellyfish,TRW,Federally managed (Groundfish) ,0,21896,9.931850432
2020,jellyfish,TRW,Rockfish Pilot Program,0,2180,0.98883056
2021,jellyfish,TRW,Federally managed (Groundfish) ,0,11193,5.077055256
2021,jellyfish,TRW,Rockfish Pilot Program,0,2258,1.024210736
2022,jellyfish,HAL,Test fishery - long term stock assessment,1,NA,NA
2022,jellyfish,OTH,State managed fishery,1,NA,NA
2022,jellyfish,TRW,Federally managed (Groundfish) ,0,9807,4.448376744
2022,jellyfish,TRW,Rockfish Pilot Program,0,359,0.162839528
2023,jellyfish,OTH,State managed fishery,1,NA,NA
2023,jellyfish,TRW,Exploratory (Shellfish),1,NA,NA
2023,jellyfish,TRW,Federally managed (Groundfish) ,0,10961,4.971821912
2023,jellyfish,TRW,Rockfish Pilot Program,0,3356,1.522254752
2012,Kamchatka flounder,TRW,Federally managed (Groundfish) ,1,NA,NA
2013,Kamchatka flounder,TRW,Federally managed (Groundfish) ,1,NA,NA
2014,Kamchatka flounder,HAL,Test fishery - long term stock assessment,1,NA,NA
2014,Kamchatka flounder,TRW,Federally managed (Groundfish) ,0,169291,76.78904327
2014,Kamchatka flounder,TRW,Rockfish Pilot Program,1,NA,NA
2015,Kamchatka flounder,HAL,Test fishery - long term stock assessment,1,NA,NA
2015,Kamchatka flounder,TRW,Federally managed (Groundfish) ,1,NA,NA
2016,Kamchatka flounder,HAL,Test fishery - long term stock assessment,1,NA,NA
2016,Kamchatka flounder,TRW,Federally managed (Groundfish) ,0,17678,8.018599376
2016,Kamchatka flounder,TRW,Rockfish Pilot Program,1,NA,NA
2017,Kamchatka flounder,HAL,Federally managed (Groundfish) ,1,NA,NA
2017,Kamchatka flounder,TRW,Federally managed (Groundfish) ,0,117952,53.50208358
2018,Kamchatka flounder,TRW,Exploratory (Shellfish),1,NA,NA
2019,Kamchatka flounder,HAL,Test fishery - long term stock assessment,1,NA,NA
2019,Kamchatka flounder,TRW,Federally managed (Groundfish) ,1,NA,NA
2020,Kamchatka flounder,TRW,Federally managed (Groundfish) ,1,NA,NA
2020,Kamchatka flounder,TRW,Rockfish Pilot Program,1,NA,NA
2021,Kamchatka flounder,TRW,Federally managed (Groundfish) ,1,NA,NA
2022,Kamchatka flounder,HAL,Federally managed (Groundfish) ,1,NA,NA
2022,Kamchatka flounder,HAL,Test fishery - long term stock assessment,1,NA,NA
2022,Kamchatka flounder,TRW,Federally managed (Groundfish) ,0,6758,3.065374736
2022,Kamchatka flounder,TRW,Rockfish Pilot Program,1,NA,NA
